event_id,team_code,team_name,player1_name,player2_name,player3_name,player4_name,player5_name,player6_name,player7_name,player8_name,player9_name,player10_name
74,SUI,Switzerland,LACHAT P,MICHEL S,SCHWALLER Y,SCHWARZ B,,,,,,
74,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
74,TUR,Türkiye,DEMIREL MH,KARAGOZ U,KAVAZ F,UCAN MZ,YUCE O,,,,,
74,USA,United States,HAMILTON M,HUFMAN C,LANDSTEINER J,PLYS C,SHUSTER J,,,,,
75,CAN,Canada,BIRCHARD S,EINARSON K,HARRIS B,SWEETING V,,,,,,
75,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,LARSEN M,,,,,,
75,GER,Germany,ABBES E,JENTSCH A,JENTSCH D,KAPP L,SCHOELL PL,,,,,
75,ITA,Italy,CONSTANTINI S,LO DESERTO M,ROMEI A,ZARDINI LAC. G,,,,,,
75,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
75,KOR,Korea,HA S,KIM H,KIM S,YANG T,,,,,,
75,NOR,Norway,HASLEV NORDBYE M,ROENNING M,ROERVIK M,SKASLIEN K,,,,,,
75,NZL,New Zealand,BECKER B,KINNEY R,SMITH J,THOMPSON H,THURLOW N,,,,,
75,SCO,Scotland,AITKEN G,DODDS J,JACKSON S,MORRISON R,SINCLAIR S,,,,,
75,SUI,Switzerland,HOWALD C,PAETZ A,SCHWALLER B,TIRINZONI S,,,,,,
75,SWE,Sweden,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,,
75,TUR,Türkiye,CALIKUSU IS,POLAT M,POLAT O,SENGUL B,YILDIZ D,,,,,
75,USA,United States,HAMILTON B,PERSINGER V,PETERSON Tab,PETERSON Tar,THIESSE C,,,,,
78,CAN,Canada,DEANE C,JONES J,MITCHELL S,ROONEY L,SNYDER A,,,,,
78,CHN,China,FEI X,GUAN T,LI Z,XIE X,,,,,,
78,GER,Germany,KAPP B,MESSENZEHL F,SCHEUERL J,TREVISIOL M,,,,,,
78,ITA,Italy,COLLI G,DE ZANNA F,GILLI S,PIFFER S,,,,,,
78,NOR,Norway,BURAAS G,HASLEV NORDBYE T,HOESTMAELINGEN L,LILLEBOE M,,,,,,
78,SCO,Scotland,CARSON L,CARSON O,GIBB C,HYSLOP A,,,,,,
78,SUI,Switzerland,FANCHINI S,HOESLI P,ISELI J,WINZ M,,,,,,
78,USA,United States,KLEINAS M,SAMPSON E,THURSTON C,TUMA K,,,,,,
79,CAN,Canada,DESCHENES E,FERGUSON L,FITZGERALD C,UMLAH A,,,,,,
79,GER,Germany,ANTES Z,KAPP A,MESSENZEHL S,SCHEUERL E,SUTOR K,,,,,
79,JPN,Japan,MATSUNAGA A,MIURA Y,OGIHARA E,UENO Y,,,,,,
79,KOR,Korea,JO JH,KANG BB,KIM N,LEE YS,,,,,,
79,NOR,Norway,BJOERNSTAD T,FORBREGD I,KJAERLAND E,OESTGAARD N,,,,,,
79,SCO,Scotland,HENDERSON F,MUNRO R,WATT L,WILKIE-MILNE H,,,,,,
79,SUI,Switzerland,GAFNER S,RIEDER F,RYCHIGER S,SCHWALLER X,WUEEST M,,,,,
79,SWE,Sweden,DRYBURGH M,NILSSON M,OREFJORD T,TJAERNLUND M,,,,,,
79,USA,United States,HEIN J,HINTZ A,SCHEEL M,THURLOW T,,,,,,
83,CZE,Czech Republic,BOHAC R,CERNOVSKY M,JURIK M,KLIMA L,KLIPA L,,,,,
83,DEN,Denmark,HOLTERMANN H,KRAUSE M,NOERGAARD M,SOEE O,THUNE T,,,,,
83,ESP,Spain,DE PAZ E,GOMEZ L,SHAW N,UNANUE M,VEZ S,,,,,
83,GER,Germany,GREINDL D,HARSCH K,SUTOR J,SUTOR M,TOTZEK S,,,,,
83,ITA,Italy,ARMAN S,GIOVANELLA M,MOSANER A,PIMPINI A,RETORNAZ J,,,,,
83,NOR,Norway,BRAENDEN M,HAARSTAD A,NEDREGOTTEN M,VAAGBERG M,WALSTAD S,,,,,
83,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,WADDELL K,,,,,
83,SUI,Switzerland,LACHAT P,MICHEL S,SCHWALLER Y,SCHWARZ B,,,,,,
83,SWE,Sweden,ERIKSSON O,MAGNUSSON D,OLOFSSON S,SUNDGREN C,WRANAA R,,,,,
83,TUR,Türkiye,DEMIREL MH,KARAGOZ U,KAVAZ F,UCAN MZ,YUCE O,,,,,
84,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,LANDER J,LARSEN M,,,,,
84,GER,Germany,ABBES E,JENTSCH A,JENTSCH D,KAPP L,SCHOELL PL,,,,,
84,HUN,Hungary,BIRO B,GUNZINAM Z,HALASZ C,SCHROTTER-NAGY T,,,,,,
84,ITA,Italy,CONSTANTINI S,LO DESERTO M,ROMEI A,ZARDINI LAC. G,,,,,,
84,LAT,Latvia,BLUMBERGA S,GAIDULE K,GULBE B,RUDZITE I,SILINA T,,,,,
84,NOR,Norway,NORDBYE MH,ROENNING M,ROERVIK M,SKASLIEN K,,,,,,
84,SCO,Scotland,AITKEN G,DUFF H,JACKSON S,MORRISON R,SINCLAIR S,,,,,
84,SUI,Switzerland,GUT A,HOWALD C,PAETZ A,SCHWALLER B,TIRINZONI S,,,,,
84,SWE,Sweden,HASSELBORG A,HELDIN J,KNOCHENHAUER A,MABERGS S,,,,,,
84,TUR,Türkiye,CALIKUSU IS,POLAT M,POLAT O,SENGUL B,YILDIZ D,,,,,
88,AUS,Australia,DAVIS T,GRUNDY I,GRUNDY J,HEWITT D,MERCHANT J,,,,,
88,BRA,Brazil,CABRAL DE MELLO M,LOSSO R,NUNES F,RODRIGUES M,VILELA SM,,,,,
88,CAN,Canada,GUSHUE B,HARNDEN E,NICHOLS M,WALKER G,YOUNG N,,,,,
88,JPN,Japan,KOIZUMI S,TANIDA Y,YAMAGUCHI T,YAMAMOTO T,YANAGISAWA R,,,,,
88,KOR,Korea,JEONG B,KIM M,KIM T,LEE J,,,,,,
88,NZL,New Zealand,HOOD A,SARGON B,SMITH B,WALKER H,,,,,,
88,TPE,Chinese Taipei,CHENG H,HSU K,HSU N,SHEN R,YIN LIU L,,,,,
88,USA,United States,DROPKIN K,FENNER M,HOWELL T,RUOHONEN R,STOPERA A,,,,,
89,AUS,Australia,HEWETT N,MILLIKIN C,TSOURLENES K,WESTHAGEN J,WESTMAN S,,,,,
89,BRA,Brazil,BARRELLA L,LIPPI S,MELO M,OLIVEIRA I,,,,,,
89,CAN,Canada,BIRCHARD S,EINARSON K,HARRIS B,SWEETING V,,,,,,
89,HKG,Hong Kong,HU P,HUNG LY,SHANG A,WONG YT,,,,,,
89,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
89,KAZ,Kazakhstan,ALLIYAROVA T,EBAUYER A,EBAUYER R,KOLYKHALOVA Y,TASTEMIR M,,,,,
89,KOR,Korea,HA S,KIM H,KIM S,YANG T,,,,,,
89,NZL,New Zealand,BECKER B,KINNEY R,SMITH J,THOMPSON H,THURLOW N,,,,,
89,USA,United States,HAMILTON B,PERSINGER V,PETERSON Tab,PETERSON Tar,THIESSE C,,,,,
93,CAN,Canada,KRATS J,McEACHREN A,PURCELL O,WEAGLE S,,,,,,
93,GER,Germany,KAPP B,MESSENZEHL F,SCHEUERL J,SUTOR M,,,,,,
93,ITA,Italy,CASAGRANDE D,COLLI G,DE ZANNA F,PIFFER S,,,,,,
93,KOR,Korea,KIM EB,KIM HJ,LEE JB,PYO JM,,,,,,
93,NOR,Norway,BURAAS G,HOESTMAELINGEN L,LILLEBOE M,MOEN S,NORDBYE T,,,,,
93,SCO,Scotland,BRYCE A,CRAIK J,HYSLOP S,RYDER N,,,,,,
93,SWE,Sweden,BERGENS J,JOHANSSON A,LANDELIUS A,MOBERG O,PALM A,,,,,
93,USA,United States,CASPER D,KLEINAS M,SAMPSON E,STROUSE S,THURSTON C,,,,,
94,CAN,Canada,LADOUCEUR I,RAJALA L,SHAW K,SMITH J,,,,,,
94,JPN,Japan,MIURA Y,OGIHARA E,UENO M,UENO Y,YAMAMOTO S,,,,,
94,KOR,Korea,CHOI YJ,KANG BB,LEE YS,PARK HB,,,,,,
94,LAT,Latvia,APSE V,BARONE E,BITMETE EP,IEVINA R,,,,,,
94,NOR,Norway,BJOERNSTAD T,FORBREGD I,MESLOE E,OESTGAARD N,,,,,,
94,SUI,Switzerland,DA ROS M,GAFNER S,SCHWALLER X,WUEEST M,,,,,,
94,SWE,Sweden,DRYBURGH M,NILSSON M,OREFJORD T,TJAERNLUND M,,,,,,
94,USA,United States,DUDT S,MULLANEY S,O'HARA A,STROUSE D,,,,,,
98,AUS,Australia,,,,,,,,,,
98,CAN,Canada,,,,,,,,,,
98,CZE,Czech Republic,,,,,,,,,,
98,DEN,Denmark,,,,,,,,,,
98,ENG,England,,,,,,,,,,
98,ESP,Spain,,,,,,,,,,
98,EST,Estonia,,,,,,,,,,
98,FIN,Finland,,,,,,,,,,
98,GER,Germany,,,,,,,,,,
98,HUN,Hungary,,,,,,,,,,
98,ITA,Italy,,,,,,,,,,
98,JPN,Japan,,,,,,,,,,
98,KOR,Korea,,,,,,,,,,
98,NOR,Norway,,,,,,,,,,
98,NZL,New Zealand,,,,,,,,,,
98,SCO,Scotland,,,,,,,,,,
98,SUI,Switzerland,,,,,,,,,,
98,SWE,Sweden,,,,,,,,,,
98,TUR,Turkey,,,,,,,,,,
98,USA,United States,,,,,,,,,,
101,CAN,Canada,GALLANT B,GUSHUE B,HARNDEN EJ,NICHOLS M,WALKER G,,,,,
101,CZE,Czech Republic,BOHAC R,CANDRA J,CERNOVSKY M,KLIMA L,KLIPA L,,,,,
101,DEN,Denmark,KRAUSE M,POULSEN D,SOEE OR,THUNE T,WIKSTEN K,,,,,
101,FIN,Finland,KIISKINEN K,KUOSMANEN P,OUNI L,POLLANEN J,SALO T,,,,,
101,GER,Germany,GREINDL D,KAPP B,MUSKATEWITZ M,SUTOR J,TOTZEK S,,,,,
101,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
101,KOR,Korea,KIM CM,KIM HK,KIM SH,SEONG SH,,,,,,
101,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DEN HURK T,VAN DORP J,,,,,
101,NOR,Norway,NEPSTAD G,RAMSFJELL B,RAMSFJELL M,SESAKER M,,,,,,
101,SCO,Scotland,MENZIES D,PATERSON R,WADDELL C,WADDELL K,,,,,,
101,SUI,Switzerland,BRUNNER M,GLOOR S,KAEUFELER M,MEIER R,SCHWALLER Y,,,,,
101,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
101,USA,United States,DROPKIN K,FENNER M,HOWELL T,POLO J,,,,,,
102,CAN,Canada,BIRCHARD S,EINARSON K,MEILLEUR B,SWEETING V,,,,,,
102,CZE,Czech Republic,BAUDYSOVA A,BAUDYSOVA M,SVATONOVA K,VINSOVA P,,,,,,
102,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,LANDER J,LARSEN M,,,,,
102,GER,Germany,ABBES E,HOEHNE M,JENTSCH A,JENTSCH D,,,,,,
102,ITA,Italy,CONSTANTINI S,LO DESERTO M,ROMEI A,ZAPPONE V,ZARDINI LACEDELLI,,,,,
102,JPN,Japan,ISHIGOOKA H,KITAZAWA I,MATSUMURA C,NAKAJIMA S,SUZUKI M,,,,,
102,KOR,Korea,KIM C,KIM E,KIM K,KIM S,KIM Y,,,,,
102,NOR,Norway,HASLEV NORDBYE M,MESLOE E,ROENNING M,ROERVIK M,SKASLIEN K,,,,,
102,SCO,Scotland,AITKEN G,JACKSON S,SINCLAIR S,,,,,,,
102,SUI,Switzerland,BARBEZAT M,HOWALD C,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,,,,,
102,SWE,Sweden,HASSELBORG A,HELDIN J,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,
102,TUR,Turkey,GOZUTOK A,POLAT M,POLAT O,SENGUL B,YILDIZ D,,,,,
102,USA,United States,ANDERSON S,ANDERSON T,CHRISTENSEN C,MULLANEY S,PERSINGER V,,,,,
103,CAN,Canada,FORREST I,IDESON M,JOSEPH C,THIESSEN D,THURSTON J,,,,,
103,CHN,China,CHEN J,WANG H,YAN Z,ZHANG M,,,,,,
103,EST,Estonia,FALKENBERG S,KOITMAE A,MATAS M,MURASOV L,RIIDEBACH K,,,,,
103,GBR,Great Britain,DAWSON-FARRELL M,EWAN G,MELROSE D,NIBLOE H,SMITH G,,,,,
103,KOR,Republic of Korea,BAEK H,GO S,JANG J,JUNG S,YOON E,,,,,
103,LAT,Latvia,BRIEDIS O,DJACENKO S,LASMANS A,ROZKOVA P,,,,,,
103,NOR,Norway,LOECHEN S,SKOGSTAD GA,STORDAHL J,SVEBERG M,SYVERSEN OF,,,,,
103,SUI,Switzerland,BURGENER H,DELACRETAZ P,JAQUEROD F,KNEUBUEHL L,MATHEZ C,,,,,
103,SVK,Slovakia,DURIS R,KUNKELOVA M,PITONAK D,ZATKO P,,,,,,
103,SWE,Sweden,ENGBORG MO,PERSSON R,PETTERSSON-DAHL V,ULANDER K,,,,,,
103,USA,United States,EMT S,SAMSA D,THUMS M,URANCHIMEG B,WILSON P,,,,,
104,AUS,Australia,,,,,,,,,,
104,CAN,Canada,GALLANT B,GUSHUE B,JONES J,KENNEDY M,LAWES K,McEWEN D,NICHOLS M,PETERMAN J,WALKER G,
104,CHN,China,DONG Z,HAN Y,JIANG X,MA X,WANG R,WANG Z,XU J,ZHANG L,ZOU Q,
104,CZE,Czech Republic,,,,,,,,,,
104,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,HOLTERMANN H,KRAUSE M,LANDER J,LARSEN M,NOERGAARD M,THUNE JACOBSEN T,WIKSTEN K
104,GBR,Great Britain,DODDS J,DUFF H,HARDIE G,LAMMIE B,MOUAT B,MUIRHEAD E,McMILLAN H,WRIGHT V,,
104,ITA,Italy,ARMAN S,GIOVANELLA M,GONIN S,MOSANER A,RETORNAZ J,,,,,
104,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
104,KOR,Republic of Korea,KIM C,KIM E,KIM K,KIM S,KIM Y,,,,,
104,NOR,Norway,HOEIBERG M,NERGAARD T,VAAGBERG M,WALSTAD S,,,,,,
104,ROC,ROC,ARSENKINA G,GLUKHOV S,KALALB A,KLIMOV E,KOVALEVA A,KUZMINA E,MIRONOV D,PORTUNOVA J,,
104,SUI,Switzerland,BARBEZAT M,HOWALD C,LACHAT P,MICHEL S,NEUENSCHWANDER E,PAETZ A,SCHWARZ B,TANNER V,TIRINZONI S,de CRUZ P
104,SWE,Sweden,EDIN N,ERIKSSON O,HASSELBORG A,KNOCHENHAUER A,MABERGS S,McMANUS S,SUNDGREN C,WRANAA R,,
104,USA,United States,HAMILTON B,HAMILTON M,HUFMAN C,LANDSTEINER J,PETERSON Tab,PETERSON Tar,PLYS C,ROTH N,SHUSTER J,
107,AUS,Australia,,,,,,,,,,
107,DEN,Denmark,,,,,,,,,,
107,ESP,Spain,,,,,,,,,,
107,EST,Estonia,,,,,,,,,,
107,FIN,Finland,,,,,,,,,,
107,GER,Germany,,,,,,,,,,
107,HUN,Hungary,,,,,,,,,,
107,JPN,Japan,,,,,,,,,,
107,KOR,Korea,,,,,,,,,,
107,LAT,Latvia,,,,,,,,,,
107,NZL,New Zealand,,,,,,,,,,
107,RUS,Russia,,,,,,,,,,
107,TUR,Turkey,,,,,,,,,,
107,USA,United States,,,,,,,,,,
108,CZE,Czech Republic,BOHAC R,CANDRA J,CERNOVSKY M,KLIMA L,,,,,,
108,DEN,Denmark,HOLTERMANN H,KRAUSE M,NOERGAARD M,WIKSTEN K,,,,,,
108,FIN,Finland,KIISKINEN K,KUOSMANEN P,OUNI L,SALO T,,,,,,
108,GER,Germany,GREINDL D,MUSKATEWITZ M,SUTOR J,TOTZEK S,,,,,,
108,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
108,JPN,Japan,ABE S,AITA K,MATSUMURA Y,SHIMIZU T,TANIDA Y,,,,,
108,KOR,Korea,JEON JI,KIM CM,KIM HK,KIM SH,,,,,,
108,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
108,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,NERGAARD T,VAAGBERG M,WALSTAD S,,,,,
109,CZE,Czech Republic,BAUDYSOVA A,BAUDYSOVA M,KOLCEVSKAJA E,KUBESKOVA A,,,,,,
109,EST,Estonia,GROSSMANN H,LAIDSALU K,TURMANN L,TUVIKE E,,,,,,
109,GER,Germany,ABBES E,HOEHNE M,JENTSCH A,JENTSCH D,,,,,,
109,ITA,Italy,CONSTANTINI S,LO DESERTO M,ROMEI A,ZARDINI LACEDELLI,,,,,,
109,JPN,Japan,FUJISAWA S,SUZUKI Y,YOSHIDA C,YOSHIDA Y,,,,,,
109,KOR,Korea,KIM C,KIM EJ,KIM KA,KIM SY,,,,,,
109,LAT,Latvia,BARONE E,BLUMBERGA-BERZINA,KRUSTA I,RUDZITE I,,,,,,
109,SCO,Scotland,DODDS J,DUFF H,MUIRHEAD E,WRIGHT V,,,,,,
109,TUR,Turkey,POLAT M,POLAT O,SENGUL B,YILDIZ D,,,,,,
110,CZE,Czech Republic,BOHAC R,CANDRA J,CERNOVSKY M,KLIMA L,MOKRIS S,,,,,
110,DEN,Denmark,HOLTERMANN H,KRAUSE M,NOERGAARD M,THUNE T,WIKSTEN K,,,,,
110,FIN,Finland,KIISKINEN K,KUOSMANEN P,OUNI L,POLLANEN J,SALO T,,,,,
110,GER,Germany,GREINDL D,MUSKATEWITZ M,SUTOR J,TOTZEK S,,,,,,
110,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
110,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
110,NOR,Norway,HOEIBERG M,NERGAARD T,VAAGBERG M,WALSTAD S,,,,,,
110,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,WHYTE R,,,,,
110,SUI,Switzerland,DE CRUZ P,LACHAT P,MICHEL S,SCHWARZ B,TANNER V,,,,,
110,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
111,CZE,Czech Republic,BAUDYSOVA A,BAUDYSOVA M,KOLCEVSKAJA E,SVATONOVA K,,,,,,
111,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,LANDER J,LARSEN M,,,,,
111,EST,Estonia,GROSSMANN H,LAIDSALU K,TURMANN L,TUVIKE E,,,,,,
111,GER,Germany,ABBES E,HOEHNE M,JENTSCH A,JENTSCH D,,,,,,
111,ITA,Italy,CONSTANTINI S,LO DESERTO M,ROMEI A,ZARDINI LACEDELLI,,,,,,
111,RUS,Russia,ARSENKINA G,KOVALEVA A,KUZMINA E,PORTUNOVA J,,,,,,
111,SCO,Scotland,DODDS J,DUFF H,MUIRHEAD E,SMITH M,WRIGHT V,,,,,
111,SUI,Switzerland,BARBEZAT M,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,,,,,,
111,SWE,Sweden,HASSELBORG A,HELDIN J,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,
111,TUR,Turkey,GOZUTOK A,POLAT M,POLAT O,SENGUL B,YILDIZ D,,,,,
116,CAN,Canada,FORREST I,IDESON M,JOSEPH C,THIESSEN D,THURSTON J,,,,,
116,CHN,China,CHEN J,SUN Y,WANG H,YAN Z,ZHANG M,,,,,
116,ITA,Italy,BERTO O,IORATTI P,MARCHESE E,MENARDI A,RONZANI M,,,,,
116,KOR,Korea,BAEK H,GO S,JANG J,JUNG S,,,,,,
116,LAT,Latvia,BRIEDIS O,DIMBOVSKIS A,DJACENKO S,LASMANS A,ROZKOVA P,,,,,
116,NOR,Norway,LOECHEN S,SKOGSTAD GA,STORDAHL J,SVEBERG M,SYVERSEN OF,,,,,
116,RCF,RCF,BELIAK O,DANILOV V,KUROKHTIN K,MESHCHERIAKOV A,SHCHUKINA D,,,,,
116,SCO,Scotland,DAWSON-FARRELL M,EWAN G,MELROSE D,McKENNA C,NIBLOE H,,,,,
116,SUI,Switzerland,BURGENER H,DECORVET E,DELACRETAZ P,JAQUEROD F,KNEUBUEHL L,,,,,
116,SVK,Slovakia,DURIS R,KUNKELOVA M,LYOCSA I,PITONAK D,ZATKO P,,,,,
116,SWE,Sweden,ENGBORG MO,PERSSON R,PETERSSON-DAHL V,ULANDER K,,,,,,
116,USA,United States,EMT S,SAMSA D,THUMS M,URANCHIMEG B,WILSON P,,,,,
122,AUS,Australia,,,,,,,,,,
122,CAN,Canada,,,,,,,,,,
122,CHN,China,,,,,,,,,,
122,CZE,Czech Republic,,,,,,,,,,
122,ENG,England,,,,,,,,,,
122,ESP,Spain,,,,,,,,,,
122,EST,Estonia,,,,,,,,,,
122,FIN,Finland,,,,,,,,,,
122,GER,Germany,,,,,,,,,,
122,HUN,Hungary,,,,,,,,,,
122,ITA,Italy,,,,,,,,,,
122,JPN,Japan,,,,,,,,,,
122,KOR,Korea,,,,,,,,,,
122,NOR,Norway,,,,,,,,,,
122,NZL,New Zealand,,,,,,,,,,
122,RCF,RCF,,,,,,,,,,
122,SCO,Scotland,,,,,,,,,,
122,SUI,Switzerland,,,,,,,,,,
122,SWE,Sweden,,,,,,,,,,
122,USA,United States,,,,,,,,,,
123,CAN,Canada,BIRCHARD S,EINARSON K,MEILLEUR B,SWEETING V,,,,,,
123,CHN,China,DONG Z,HAN Y,JIANG X,ZHANG L,,,,,,
123,CZE,Czech Republic,BAUDYSOVA A,BAUDYSOVA M,KOLCEVSKAJA E,KUBESKOVA A,VINSOVA P,,,,,
123,DEN,Denmark,DUPONT D,DUPONT M,HALSE M,KNUDSEN L,LARSEN M,,,,,
123,EST,Estonia,GROSSMANN H,LAIDSALU K,TURMANN L,TURMANN M,TUVIKE E,,,,,
123,GER,Germany,HOEHNE M,JENTSCH A,JENTSCH D,,,,,,,
123,ITA,Italy,CONSTANTINI S,DAMI E,LO DESERTO M,ROMEI A,ZARDINI LACEDELLI,,,,,
123,JPN,Japan,FUNAYAMA Y,OHMIYA A,ONODERA K,YOSHIMURA S,,,,,,
123,KOR,Korea,KIM C,KIM E,KIM K,KIM S,,,,,,
123,RCF,RCF,ARSENKINA G,KOVALEVA A,KUZMINA E,PORTUNOVA J,,,,,,
123,SCO,Scotland,DODDS J,GRAY L,MUIRHEAD E,SINCLAIR S,WRIGHT V,,,,,
123,SUI,Switzerland,BARBEZAT M,HOWALD C,NEUENSCHWANDER E,PAETZ A,TIRINZONI S,,,,,
123,SWE,Sweden,HASSELBORG A,HELDIN J,KNOCHENHAUER A,MABERGS S,McMANUS S,,,,,
123,USA,United States,HAMILTON B,PETERSON Tab,PETERSON Tar,ROTH N,,,,,,
124,CAN,Canada,BOTTCHER B,MARTIN K,MOULDING D,THIESSEN B,,,,,,
124,CHN,China,HAN P,TIAN J,WANG Z,XU J,ZOU Q,,,,,
124,DEN,Denmark,KRAUSE M,NOERGAARD M,SOEE OR,THUNE T,WIKSTEN K,,,,,
124,GER,Germany,GREINDL D,HARSCH K,MUSKATEWITZ M,SUTOR J,TOTZEK S,,,,,
124,ITA,Italy,ARMAN S,GIOVANELLA M,MOSANER A,RETORNAZ J,,,,,,
124,JPN,Japan,ABE S,MATSUMURA Y,SHIMIZU T,TANIDA Y,,,,,,
124,KOR,Korea,JEONG YS,KIM JM,LEE JH,PARK SW,SEO MG,,,,,
124,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
124,NOR,Norway,HOEIBERG M,NERGAARD T,VAAGBERG M,WALSTAD S,,,,,,
124,RCF,RCF,GLUKHOV S,GORIACHEV D,KALALB A,KLIMOV E,MIRONOV D,,,,,
124,SCO,Scotland,HARDIE G,LAMMIE B,MOUAT B,McMILLAN H,WHYTE R,,,,,
124,SUI,Switzerland,DE CRUZ P,LACHAT P,MICHEL S,SCHWARZ B,TANNER V,,,,,
124,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
124,USA,United States,HAMILTON M,HUFMAN C,LANDSTEINER J,PLYS C,SHUSTER J,,,,,
127,CAN,Canada,BILAWKA Z,GAUTHIER J,PAYETTE B,PETERS J,,,,,,
127,GER,Germany,HAAG JL,HARSCH K,SUTOR J,SUTOR M,TOTZEK S,,,,,
127,ITA,Italy,CASAGRANDE L,COLLI G,DE ZANNA F,PIFFER S,ZISA A,,,,,
127,NOR,Norway,BJOERNSTAD I,BRUSETH M,FAGERVOLL B,HERFJORD J,OEY E,,,,,
127,NZL,New Zealand,HOOD A,NEILSON M,SMITH B,WALKER H,,,,,,
127,RUS,Russia,DUDOV A,KARETNIKOV A,KAZACHKOV I,LYSAKOV N,VLASENKO M,,,,,
127,SCO,Scotland,BRYCE A,CRAIK J,HASWELL B,RYDER N,WATT M,,,,,
127,SUI,Switzerland,EBERHARD F,GERTSCH M,HOESLI M,STOCKER Y,WAGENSEIL Y,,,,,
127,SWE,Sweden,AHLBERG R,ISRAELSSON R,JONES S,MAGNUSSON D,REGOSA A,,,,,
127,USA,United States,FENSON G,HARSTAD J,RICHARDSON B,TUMA K,VIOLETTE L,,,,,
128,CAN,Canada,BURGESS K,ERICKSON R,LENENTINE L,ZACHARIAS E,ZACHARIAS M,,,,,
128,DEN,Denmark,HALSE M,JENSEN K,LANDER J,LARSEN M,,,,,,
128,HUN,Hungary,BARTALUS A,DOBOR DR,JOO L,NAGY L,NAGY LK,,,,,
128,JPN,Japan,OGIHARA E,SUZUKI M,UENO Y,YAMAMOTO S,,,,,,
128,KOR,Korea,HA S,KIM H,KIM M,KIM S,YANG T,,,,,
128,LAT,Latvia,APSE V,BARONE E,BITMETE EP,IEVINA L,IEVINA R,,,,,
128,NOR,Norway,FORBREGD A,MESLOE E,RAMSFJELL M,ROENNING M,,,,,,
128,RUS,Russia,MISHCHENKO A,RIAZANOVA I,RUMIANTSEVA V,TIULIAKOVA V,,,,,,
128,SUI,Switzerland,GUT A,LOERTSCHER M,MATHIS E,MUELLER S,WITSCHONKE S,,,,,
128,SWE,Sweden,ALTEBRO M,FRANSSON C,LANDELIUS E,MOBERG E,THUNMAN R,,,,,
136,DEN,Denmark,ENGELHARDT T,HOLTERMANN H,KRAUSE M,NOERGAARD M,WIKSTEN K,,,,,
136,ENG,England,JAEGGI T,MALTON J,OPEL M,REED A,WOOLSTON A,,,,,
136,GER,Germany,GREINDL D,MUSKATEWITZ M,SUTOR J,TOTZEK S,,,,,,
136,ITA,Italy,ARMAN S,GONIN S,MOSANER A,RETORNAZ J,,,,,,
136,NED,Netherlands,GLASBERGEN C,GOESGENS W,HOEKMAN L,VAN DORP J,,,,,,
136,NOR,Norway,HOEIBERG M,NEDREGOTTEN M,ULSRUD T,VAAGBERG M,WALSTAD S,,,,,
136,RUS,Russia,GLUKHOV S,KALALB A,RAZHABOV A,TIMOFEEV A,TUZOV A,,,,,
136,SCO,Scotland,GOODFELLOW M,MENZIES D,PATERSON R,WADDELL K,,,,,,
136,SUI,Switzerland,BRUNNER M,KAEUFELER M,MEIER R,SCHWALLER Y,,,,,,
136,SWE,Sweden,EDIN N,ERIKSSON O,MAGNUSSON D,SUNDGREN C,WRANAA R,,,,,
137,CZE,Czech Republic,BAUDYSOVA A,KOLCEVSKAJA E,KUBESKOVA A,VINSOVA P,,,,,,
